,id,listingid,isSBT,uniquelistingidentifier,hascollapsedresults,countcollapsedresults,EventCode,eventname,cancelled,cancellationDate,cancellationType,cancellationReason,rescheduledDate,venue,imageurl,largeimageurl,xlargeimageurl,xlargeimageurlWebP,link,date,startdate,enddate,description,openingtimes,minage,imgoing,goingtos,goingtocount,tickets,ticketpricing,entryprice,eventvisibility,ticketUrl,hotSeller,rep,headerHex,currency,artists,genres,healthAndSafety,festivalId,festival
118,42407791,2260426,false,2260426,false,0,FEST,Northampton Country Music Festival,0,,,,,"{'id': 139042, 'name': 'Northampton Casuals RUFC', 'address': 'Rushmills House', 'town': 'Northampton', 'postcode_lookup': 'Northampton', 'postcode': 'NN4 7AA', 'region': 'Northamptonshire', 'country': 'GB', 'phone': '', 'latitude': 52.2274644, 'longitude': -0.8635343, 'type': 'Sports', 'rating': 0, 'reviewCount': 0}",https://d31fr2pwly4c4s.cloudfront.net/f/e/1/2260426_5f8c64e4_northampton-country-music-festival_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/e/1/2260426_5f8c64e4_northampton-country-music-festival.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/e/1/2260426_5f8c64e4_northampton-country-music-festival_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/e/1/2260426_5f8c64e4_northampton-country-music-festival_1024.webp,https://www.skiddle.com/whats-on/Northampton/Northampton-Casuals-RUFC/Northampton-Country-Music-Festival/42407791/,2026-07-19,2026-07-19T12:00:00+00:00,2026-07-19T22:00:00+00:00,UK’s Finest Country Music Tributes,"{'doorsopen': '12:00', 'doorsclose': '22:00', 'lastentry': '20:00'}",,,0,0,true,"{'minPrice': 0, 'maxPrice': 54.5}",,public,,false,{'enabled': False},#080808,GBP,,,,,
119,42428718,2265583,false,2265583,false,0,FEST,We Love it Outdoor Tribute Festival Malmsbury - July 2026,1,2026-06-18 11:19:54,rescheduled,An important update regarding our upcoming events at Charlton Park Estate.,2026-09-13,"{'id': 132167, 'name': 'Charlton Park Estate', 'address': 'Charlton Park, Charlton', 'town': 'Malmesbury', 'postcode_lookup': 'Swindon', 'postcode': 'SN16 9LL', 'region': 'Wiltshire', 'country': 'GB', 'phone': '', 'latitude': 51.5939645, 'longitude': -2.0774817, 'type': 'Outdoors', 'rating': 4, 'reviewCount': 184}",https://d31fr2pwly4c4s.cloudfront.net/f/c/b/2265583_82273256_We-Love-it-Outdoor-Tribute-Festival-Malmsbury---July-2026_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/c/b/2265583_82273256_We-Love-it-Outdoor-Tribute-Festival-Malmsbury---July-2026.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/c/b/2265583_82273256_We-Love-it-Outdoor-Tribute-Festival-Malmsbury---July-2026_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/f/c/b/2265583_82273256_We-Love-it-Outdoor-Tribute-Festival-Malmsbury---July-2026_1024.webp,https://www.skiddle.com/whats-on/Swindon/Charlton-Park-Estate/We-Love-it-Outdoor-Tribute-Festival-Malmsbury---July-2026/42512514/,2026-07-19,2026-07-19T12:00:00+00:00,2026-07-19T22:00:00+00:00,"Get ready for the ultimate vibe! We Love It Festival is back with pure energy, massive tunes, and culture in the sun.","{'doorsopen': '12:00', 'doorsclose': '22:00', 'lastentry': '18:30'}",,,0,0,false,"{'minPrice': 0, 'maxPrice': 0}",,public,,false,{'enabled': False},#388898,GBP,,,,,
120,42503693,2284705,false,2284705,false,0,FEST,Leeds Pride Festival - Dance Arena,0,,,,,"{'id': 112262, 'name': 'Under The Arches', 'address': '186, LOWER BRIGGATE ', 'town': 'Leeds', 'postcode_lookup': 'Leeds', 'postcode': 'LS1 6LY', 'region': 'West Yorkshire', 'country': 'GB', 'phone': '', 'latitude': 53.795033, 'longitude': -1.542334, 'type': 'Nightclub', 'rating': 3, 'reviewCount': 281}",https://d31fr2pwly4c4s.cloudfront.net/3/4/a/2284705_5418807d_leeds-pride-festival-dance-arena_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/3/4/a/2284705_5418807d_leeds-pride-festival-dance-arena.jpg,https://d31fr2pwly4c4s.cloudfront.net/3/4/a/2284705_5418807d_leeds-pride-festival-dance-arena_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/3/4/a/2284705_5418807d_leeds-pride-festival-dance-arena_1024.webp,https://www.skiddle.com/whats-on/Leeds/Under-The-Arches/Leeds-Pride-Festival---Dance-Arena/42503693/,2026-07-19,2026-07-19T14:00:00+00:00,2026-07-20T04:00:00+00:00,The official Leeds Pride Dance Arena & Afterparty,"{'doorsopen': '14:00', 'doorsclose': '04:00', 'lastentry': '02:00'}",18,,0,0,true,"{'minPrice': 15, 'maxPrice': 15}",,public,,false,{'enabled': False},#d8e8e8,GBP,"[object Object],[object Object]","[object Object],[object Object],[object Object]",,,
121,42489077,2281464,false,2281464,false,0,FEST,Folk By The Oak,0,,,,,"{'id': 52028, 'name': 'Hatfield House', 'address': 'The House Office, Great North Rd, Hertfordshire', 'town': 'Hatfield', 'postcode_lookup': 'St-Albans', 'postcode': 'AL9 5HX', 'region': 'London', 'country': 'GB', 'phone': '01707 287010', 'latitude': 51.760437, 'longitude': -0.209286, 'type': 'Outdoors', 'rating': 3, 'reviewCount': 5}",https://d31fr2pwly4c4s.cloudfront.net/9/7/a/2281464_fba4f752_folk-by-the-oak_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/9/7/a/2281464_fba4f752_folk-by-the-oak.jpg,https://d31fr2pwly4c4s.cloudfront.net/9/7/a/2281464_fba4f752_folk-by-the-oak_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/9/7/a/2281464_fba4f752_folk-by-the-oak_1024.webp,https://www.skiddle.com/festivals/Folk-by-The-Oak/,2026-07-19,2026-07-19T11:00:00+00:00,2026-07-19T23:00:00+00:00,"Folk by the Oak is just outside London, but feels a million miles away.","{'doorsopen': '11:00', 'doorsclose': '23:00', 'lastentry': ''}",,,0,0,false,"{'minPrice': 15, 'maxPrice': 15}",0,public,,false,{'enabled': False},#f8f8f8,GBP,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],,682,"{'id': 682, 'name': 'Folk by the Oak Festival', 'earliestStartDate': None}"
122,42075475,2202203,false,2202203,false,0,FEST,On The Beach 2026: Madness presents Madrophenia [EXTRA DATE],0,,,,,"{'id': 71137, 'name': 'Brighton Beach', 'address': 'Madeira Drive', 'town': 'Brighton', 'postcode_lookup': 'Brighton', 'postcode': 'BN2 1TW', 'region': 'Brighton and Hove', 'country': 'GB', 'phone': '', 'latitude': 50.818881, 'longitude': -0.137658, 'type': 'Outdoors', 'rating': 4, 'reviewCount': 3105}",https://d31fr2pwly4c4s.cloudfront.net/7/4/8/2202203_25785691_On-The-Beach-2026--Madness_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/7/4/8/2202203_25785691_On-The-Beach-2026--Madness.jpg,https://d31fr2pwly4c4s.cloudfront.net/7/4/8/2202203_25785691_On-The-Beach-2026--Madness_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/7/4/8/2202203_25785691_On-The-Beach-2026--Madness_1024.webp,https://www.skiddle.com/whats-on/Brighton/Brighton-Beach/On-The-Beach-2026-Madness-presents-Madrophenia-EXTRA-DATE/42075475/,2026-07-23,2026-07-23T15:00:00+00:00,2026-07-23T22:00:00+00:00,"One of the UK's most beloved bands, the Nutty Boys will bring Madrophenia to Brighton Beach.","{'doorsopen': '15:00', 'doorsclose': '22:00', 'lastentry': '20:00'}",16,,0,0,true,"{'minPrice': 40, 'maxPrice': 150}",,public,,true,{'enabled': False},#38b8d8,GBP,"[object Object],[object Object],[object Object],[object Object]",[object Object],,,
123,41281800,2080740,false,2080740,false,0,FEST,Feast On Bristol 2026,0,,,,,"{'id': 8583, 'name': 'The Downs Bristol', 'address': 'The Downs, Stoke Rd, Durdham Down', 'town': 'Bristol', 'postcode_lookup': 'Bristol', 'postcode': 'BS9 1FG', 'region': 'Bristol', 'country': 'GB', 'phone': '', 'latitude': 51.472671, 'longitude': -2.619695, 'type': 'Outdoors', 'rating': 3, 'reviewCount': 597}",https://d31fr2pwly4c4s.cloudfront.net/7/c/e/2080740_b1b2c8ab_feast-on-bristol-2026_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/7/c/e/2080740_b1b2c8ab_feast-on-bristol-2026.jpg,https://d31fr2pwly4c4s.cloudfront.net/7/c/e/2080740_b1b2c8ab_feast-on-bristol-2026_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/7/c/e/2080740_b1b2c8ab_feast-on-bristol-2026_1024.webp,https://www.skiddle.com/festivals/feast-on/,2026-07-23,2026-07-23T17:00:00+00:00,2026-07-26T19:00:00+00:00,"Bristol's ultimate food festival. The South-West's best independent restaurants, live music, cooking demos & more. The Downs, July 23-26.","{'doorsopen': '17:00', 'doorsclose': '19:00', 'lastentry': ''}",,,0,0,true,"{'minPrice': 7.5, 'maxPrice': 35}",,public,,true,{'enabled': False},#382818,GBP,,,,2647,"{'id': 2647, 'name': 'Feast On Bristol 2026', 'earliestStartDate': None}"
124,42090515,2207050,false,2207050,false,0,FEST,Club Class Luxury Pass at Truck Festival,0,,,,,"{'id': 8726, 'name': 'Hill Farm', 'address': 'Steventon, Oxfordshire', 'town': 'Steventon', 'postcode_lookup': 'Oxford', 'postcode': 'OX13 6SW', 'region': 'Oxon', 'country': 'GB', 'phone': 'n/a', 'latitude': 51.616173, 'longitude': -1.333455, 'type': 'Outdoors', 'rating': 3, 'reviewCount': 33}",https://d31fr2pwly4c4s.cloudfront.net/4/0/4/2207050_23670809_Club-Class-Luxury-Pass-at-Truck-Festival_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/0/4/2207050_23670809_Club-Class-Luxury-Pass-at-Truck-Festival.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/0/4/2207050_23670809_Club-Class-Luxury-Pass-at-Truck-Festival_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/0/4/2207050_23670809_Club-Class-Luxury-Pass-at-Truck-Festival_1024.webp,https://www.skiddle.com/whats-on/Oxford/Hill-Farm/Club-Class-Luxury-Pass-at-Truck-Festival/42090515/,2026-07-23,2026-07-23T08:00:00+00:00,2026-07-26T23:00:00+00:00,"Hot showers, flushing toilets + pamper lounge! Helping you feel amazing all weekend.","{'doorsopen': '08:00', 'doorsclose': '23:00', 'lastentry': ''}",,,0,0,true,"{'minPrice': 64.95, 'maxPrice': 64.95}",,public,,false,{'enabled': False},#0898d8,GBP,,"[object Object],[object Object]",,,
125,42418182,2263217,false,2263217,false,0,FEST,Vodafone at Latitude Festival,0,,,,,"{'id': 8718, 'name': 'Henham Park', 'address': 'Beccles, Suffolk', 'town': 'Beccles', 'postcode_lookup': 'Norwich', 'postcode': 'NR34 8AN', 'region': 'Norfolk', 'country': 'GB', 'phone': '07900 553 426', 'latitude': 52.3488952, 'longitude': 1.59528, 'type': 'Outdoors', 'rating': 4, 'reviewCount': 41}",https://d31fr2pwly4c4s.cloudfront.net/c/f/b/2263217_54109563_Vodafone-at-Latitude-Festival_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/f/b/2263217_54109563_Vodafone-at-Latitude-Festival.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/f/b/2263217_54109563_Vodafone-at-Latitude-Festival_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/f/b/2263217_54109563_Vodafone-at-Latitude-Festival_1024.webp,https://www.skiddle.com/whats-on/Norwich/Henham-Park/Vodafone-at-Latitude-Festival/42418182/,2026-07-23,2026-07-23T08:00:00+00:00,2026-07-26T23:00:00+00:00,"Hire one of our battery packs and swap once a day for a fully charged one. £10 deposit required, refunded on battery pack return.","{'doorsopen': '08:00', 'doorsclose': '23:00', 'lastentry': ''}",,,0,0,true,"{'minPrice': 23.95, 'maxPrice': 30}",n/a,public,,false,{'enabled': False},#f8f8f8,GBP,,"[object Object],[object Object],[object Object],[object Object],[object Object]",,,
126,42081950,2204449,false,2204449,false,0,FEST,Chargecandy at Truck Festival,0,,,,,"{'id': 8726, 'name': 'Hill Farm', 'address': 'Steventon, Oxfordshire', 'town': 'Steventon', 'postcode_lookup': 'Oxford', 'postcode': 'OX13 6SW', 'region': 'Oxon', 'country': 'GB', 'phone': 'n/a', 'latitude': 51.616173, 'longitude': -1.333455, 'type': 'Outdoors', 'rating': 3, 'reviewCount': 33}",https://d31fr2pwly4c4s.cloudfront.net/6/b/2/2204449_72106423_Chargecandy-at-Truck-Festival_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/6/b/2/2204449_72106423_Chargecandy-at-Truck-Festival.jpg,https://d31fr2pwly4c4s.cloudfront.net/6/b/2/2204449_72106423_Chargecandy-at-Truck-Festival_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/6/b/2/2204449_72106423_Chargecandy-at-Truck-Festival_1024.webp,https://www.skiddle.com/whats-on/Oxford/Hill-Farm/Chargecandy-at-Truck-Festival/42081950/,2026-07-23,2026-07-23T08:00:00+00:00,2026-07-26T23:00:00+00:00,Get 1x full charger for each day you are there. £10 deposit required on collection - refunded on return of last charger.,"{'doorsopen': '08:00', 'doorsclose': '23:00', 'lastentry': ''}",,,0,0,true,"{'minPrice': 24.95, 'maxPrice': 30}",x,public,,false,{'enabled': False},#080808,GBP,,,,,
127,41408854,2118555,false,2118555,false,0,FEST,Truck Festival,0,,,,,"{'id': 129372, 'name': 'Hill Farm , Steventon Oxfordshire', 'address': 'Hill Farm', 'town': 'Abingdon', 'postcode_lookup': 'Oxford', 'postcode': 'OX13 6SW', 'region': 'Oxon', 'country': 'GB', 'phone': '', 'latitude': 51.6159858, 'longitude': -1.3327458, 'type': 'live', 'rating': 0, 'reviewCount': 0}",https://d31fr2pwly4c4s.cloudfront.net/4/2/a/2118555_9ed502f6_truck-festival_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/2/a/2118555_9ed502f6_truck-festival.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/2/a/2118555_9ed502f6_truck-festival_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/4/2/a/2118555_9ed502f6_truck-festival_1024.webp,https://www.skiddle.com/festivals/truck/,2026-07-23,2026-07-23T11:00:00+00:00,2026-07-26T23:00:00+00:00,Truck is undoubtedly one of those festivals that shows the rest of them how it should be done. Loads of great music.,"{'doorsopen': '11:00', 'doorsclose': '23:00', 'lastentry': ''}",,,0,0,false,"{'minPrice': 24.95, 'maxPrice': 30}",0,public,,false,{'enabled': False},#080828,GBP,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,360,"{'id': 360, 'name': 'Truck Festival', 'earliestStartDate': None}"
128,41489037,2140017,false,2140017,false,0,FEST,Rock Oyster Festival,0,,,,,"{'id': 104288, 'name': 'Dinham House ', 'address': 'Dinham House, St. Minver', 'town': 'Wadebridge', 'postcode_lookup': 'Plymouth', 'postcode': 'PL27 6RH', 'region': 'Devon', 'country': 'GB', 'phone': '', 'latitude': 50.5389393, 'longitude': -4.8673776, 'type': 'Other', 'rating': 0, 'reviewCount': 0}",https://d31fr2pwly4c4s.cloudfront.net/2/2/b/2140017_1e24aad6_rock-oyster-festival_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/2/2/b/2140017_1e24aad6_rock-oyster-festival.jpg,https://d31fr2pwly4c4s.cloudfront.net/2/2/b/2140017_1e24aad6_rock-oyster-festival_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/2/2/b/2140017_1e24aad6_rock-oyster-festival_1024.webp,https://www.skiddle.com/festivals/rock-oyster/,2026-07-23,2026-07-23T11:00:00+00:00,2026-07-26T23:00:00+00:00,Family friendly music and food festival held in Cornwall.,"{'doorsopen': '11:00', 'doorsclose': '23:00', 'lastentry': ''}",,,0,0,false,"{'minPrice': 24.95, 'maxPrice': 30}",0,public,,false,{'enabled': False},#184878,GBP,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object]",,2609,"{'id': 2609, 'name': 'Rock Oyster Festival', 'earliestStartDate': None}"
129,42449918,2270528,false,2270528,false,0,FEST,Campo Sancho,0,,,,,"{'id': 87557, 'name': 'Walkern Hall Walkern Stevenage SG2', 'address': 'Walkern Hall Farmhouse, Walkern Hall, Walkern', 'town': 'Stevenage', 'postcode_lookup': 'Stevenage', 'postcode': 'SG2 7HZ', 'region': 'Hertfordshire', 'country': 'GB', 'phone': '', 'latitude': 51.907472, 'longitude': -0.116585, 'type': 'Outdoors', 'rating': 0, 'reviewCount': 0}",https://d31fr2pwly4c4s.cloudfront.net/5/5/5/2270528_92227010_Campo-Sancho_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/5/5/2270528_92227010_Campo-Sancho.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/5/5/2270528_92227010_Campo-Sancho_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/5/5/2270528_92227010_Campo-Sancho_1024.webp,https://www.skiddle.com/festivals/campo-sancho/,2026-07-23,2026-07-23T11:00:00+00:00,2026-07-26T23:00:00+00:00,"Campo Sancho is a small independent festival, detailed and home-made with Love and Dedication","{'doorsopen': '11:00', 'doorsclose': '23:00', 'lastentry': ''}",,,0,0,false,"{'minPrice': 24.95, 'maxPrice': 30}",0,public,,false,{'enabled': False},#f8f8f8,GBP,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object]",,1206,"{'id': 1206, 'name': 'Campo Sancho', 'earliestStartDate': None}"
130,42158895,2218720,false,2218720,false,0,FEST,Northants Rocks,0,,,,,"{'id': 137955, 'name': 'Northants Rocks', 'address': '113 Irthlingborough Road', 'town': 'Wellingborough', 'postcode_lookup': 'Northampton', 'postcode': 'NN9 5EJ', 'region': 'Northamptonshire', 'country': 'GB', 'phone': '', 'latitude': 52.3352209, 'longitude': -0.6421016, 'type': 'live', 'rating': 0, 'reviewCount': 0}",https://d31fr2pwly4c4s.cloudfront.net/c/3/e/2218720_e2e86a21_northants-rocks_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/3/e/2218720_e2e86a21_northants-rocks.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/3/e/2218720_e2e86a21_northants-rocks_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/3/e/2218720_e2e86a21_northants-rocks_1024.webp,https://www.skiddle.com/festivals/northants-rocks/,2026-07-23,2026-07-23T11:00:00+00:00,2026-07-26T23:00:00+00:00,Live music festival with four day camping.,"{'doorsopen': '11:00', 'doorsclose': '23:00', 'lastentry': ''}",,,0,0,false,"{'minPrice': 24.95, 'maxPrice': 30}",0,public,,false,{'enabled': False},#080808,GBP,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object]",,3011,"{'id': 3011, 'name': 'Northants Rocks', 'earliestStartDate': None}"
131,42286360,2234667,false,2234667,false,0,FEST,The George Harrison Project,0,,,,,"{'id': 126683, 'name': 'The Muni Theatre', 'address': 'Albert Road, England, United Kingdom', 'town': 'Colne', 'postcode_lookup': 'Blackburn', 'postcode': 'BB8 0AE', 'region': 'Lancashire', 'country': 'GB', 'phone': '', 'latitude': 53.8559499, 'longitude': -2.1755457, 'type': 'Theatre', 'rating': 4, 'reviewCount': 13}",https://d31fr2pwly4c4s.cloudfront.net/5/6/9/2234667_24f81e5e_the-george-harrison-project_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/6/9/2234667_24f81e5e_the-george-harrison-project.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/6/9/2234667_24f81e5e_the-george-harrison-project_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/6/9/2234667_24f81e5e_the-george-harrison-project_1024.webp,https://www.skiddle.com/whats-on/Blackburn/The-Muni-Theatre/The-George-Harrison-Project/42286360/,2026-07-23,2026-07-23T19:30:00+00:00,2026-07-23T22:00:00+00:00,"Timeless classics and unforgettable melodies, as we celebrate the legendary George Harrison.","{'doorsopen': '19:30', 'doorsclose': '22:00', 'lastentry': ''}",,,0,0,false,"{'minPrice': 24.95, 'maxPrice': 30}",General Admission: GBP 27.00,public,,false,{'enabled': False},#080808,GBP,,,,,
132,41379927,2112792,false,2112792,false,0,FEST,Latitude Festival,0,,,,,"{'id': 8718, 'name': 'Henham Park', 'address': 'Beccles, Suffolk', 'town': 'Beccles', 'postcode_lookup': 'Norwich', 'postcode': 'NR34 8AN', 'region': 'Norfolk', 'country': 'GB', 'phone': '07900 553 426', 'latitude': 52.3488952, 'longitude': 1.59528, 'type': 'Outdoors', 'rating': 4, 'reviewCount': 41}",https://d31fr2pwly4c4s.cloudfront.net/c/0/6/2112792_c177c0f2_latitude-festival_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/0/6/2112792_c177c0f2_latitude-festival.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/0/6/2112792_c177c0f2_latitude-festival_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/c/0/6/2112792_c177c0f2_latitude-festival_1024.webp,https://www.skiddle.com/festivals/latitude-festival/,2026-07-23,2026-07-23T11:00:00+00:00,2026-07-26T23:00:00+00:00,"Latitude Festival is in Henham Park, Suffolk.","{'doorsopen': '11:00', 'doorsclose': '23:00', 'lastentry': ''}",,,0,0,false,"{'minPrice': 24.95, 'maxPrice': 30}",0,public,,false,{'enabled': False},#b8e8c8,GBP,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object]",,54,"{'id': 54, 'name': 'Latitude Festival', 'earliestStartDate': None}"
133,41996146,2198443,false,2198443,false,0,FEST,On The Beach 2026: Madness presents Madrophenia,0,,,,,"{'id': 71137, 'name': 'Brighton Beach', 'address': 'Madeira Drive', 'town': 'Brighton', 'postcode_lookup': 'Brighton', 'postcode': 'BN2 1TW', 'region': 'Brighton and Hove', 'country': 'GB', 'phone': '', 'latitude': 50.818881, 'longitude': -0.137658, 'type': 'Outdoors', 'rating': 4, 'reviewCount': 3105}",https://d31fr2pwly4c4s.cloudfront.net/3/2/c/2198443_31ae20d1_on-the-beach-2026-madness_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/3/2/c/2198443_31ae20d1_on-the-beach-2026-madness.jpg,https://d31fr2pwly4c4s.cloudfront.net/3/2/c/2198443_31ae20d1_on-the-beach-2026-madness_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/3/2/c/2198443_31ae20d1_on-the-beach-2026-madness_1024.webp,https://www.skiddle.com/whats-on/Brighton/Brighton-Beach/On-The-Beach-2026-Madness-presents-Madrophenia/41996146/,2026-07-24,2026-07-24T14:00:00+00:00,2026-07-24T22:30:00+00:00,"One of the UK's most beloved bands, the Nutty Boys will bring Madrophenia to Brighton Beach, support from David Rodigan & Hot 8 Brass Band.","{'doorsopen': '14:00', 'doorsclose': '22:30', 'lastentry': '18:00'}",16,,0,0,true,"{'minPrice': 45, 'maxPrice': 200}",,public,,false,{'enabled': False},#c8d8d8,GBP,"[object Object],[object Object],[object Object]",[object Object],,,
134,41029154,2029457,false,2029457,false,0,FEST,Rock The Mote 2026,0,,,,,"{'id': 8674, 'name': 'Mote Park', 'address': 'Mote Park, Mote Avenue', 'town': 'Maidstone, Kent', 'postcode_lookup': 'Maidstone', 'postcode': 'ME15 7RN', 'region': 'Kent', 'country': 'GB', 'phone': 'n/a', 'latitude': 51.265893, 'longitude': 0.540601, 'type': 'Outdoors', 'rating': 4, 'reviewCount': 7213}",https://d31fr2pwly4c4s.cloudfront.net/6/8/6/2029457_daf35d90_rock-the-mote-2026_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/6/8/6/2029457_daf35d90_rock-the-mote-2026.jpg,https://d31fr2pwly4c4s.cloudfront.net/6/8/6/2029457_daf35d90_rock-the-mote-2026_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/6/8/6/2029457_daf35d90_rock-the-mote-2026_1024.webp,https://www.skiddle.com/festivals/rock-the-mote/,2026-07-24,2026-07-24T17:00:00+00:00,2026-07-26T22:00:00+00:00,"Rock The Mote returns to Mote Park in 2026 but this time it's back to the summer months, taking place in July with more of the UK's top tributes!","{'doorsopen': '17:00', 'doorsclose': '22:00', 'lastentry': ''}",,,0,0,true,"{'minPrice': 0, 'maxPrice': 145}",,public,,true,{'enabled': False},#c81878,GBP,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,1852,"{'id': 1852, 'name': 'Rock The Mote Festival', 'earliestStartDate': None}"
135,41965707,2192213,false,2192213,false,0,FEST,Hedex Presents: My Home Is The Rave Festival,0,,,,,"{'id': 32480, 'name': 'Boston Manor Park', 'address': 'Boston Manor Road', 'town': 'Brentford', 'postcode_lookup': 'Twickenham', 'postcode': 'TW8 9JX', 'region': 'Surrey', 'country': 'GB', 'phone': '0208 992 1626', 'latitude': 51.490177, 'longitude': -0.319722, 'type': 'Outdoors', 'rating': 4, 'reviewCount': 128}",https://d31fr2pwly4c4s.cloudfront.net/5/a/c/2192213_319c0f67_hedex-presents-my-home-is-the-rave-festival_th.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/a/c/2192213_319c0f67_hedex-presents-my-home-is-the-rave-festival.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/a/c/2192213_319c0f67_hedex-presents-my-home-is-the-rave-festival_1024.jpg,https://d31fr2pwly4c4s.cloudfront.net/5/a/c/2192213_319c0f67_hedex-presents-my-home-is-the-rave-festival_1024.webp,https://www.skiddle.com/whats-on/Twickenham/Boston-Manor-Park/Hedex-Presents-My-Home-Is-The-Rave-Festival/41965707/,2026-07-24,2026-07-24T14:00:00+00:00,2026-07-24T22:00:00+00:00,MHITR Festival. 40+ Artists. Multiple Stages. London. First Time Ever. Boston Manor Park. MHITR. This is going to be insane!,"{'doorsopen': '14:00', 'doorsclose': '22:00', 'lastentry': '20:00'}",18,,0,0,true,"{'minPrice': 42.63, 'maxPrice': 61.25}",,public,,true,{'enabled': False},#080808,GBP,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],,,
