id,eventname,startdate,enddate,venue.town,venue.region,cancelled,genre_count,genres,artist_count
41591825,Fields Of Gold Summer Festival 2026,2026-07-17T12:00:00+00:00,2026-07-18T22:00:00+00:00,Ashton-under-Lyne,Manchester,0,4.0,"['Rock', 'Indie', 'Covers Band/Tribute Act', 'Brit Pop']",12.0
42082575,Sunset Groove Festival 2026,2026-07-17T17:00:00+00:00,2026-07-19T22:30:00+00:00,Scunthorpe,South Yorkshire,0,5.0,"['House', 'Deep House', 'Tech House', 'Electronic', 'Minimal']",17.0
41391580,Lost Groove Festival 2026,2026-07-17T16:00:00+00:00,2026-07-19T14:00:00+00:00,Monxton,Wiltshire,0,5.0,"['House', 'UK Garage', 'Drum and Bass', 'Dubstep', 'Bassline']",5.0
42268711,Wytwoods Festival,2026-07-17T15:00:00+00:00,2026-07-19T03:00:00+00:00,Newport,Isle of Wight,0,3.0,"['House', 'Deep House', 'Minimal']",15.0
42428560,Campfire Country Music Festival,2026-07-17T15:00:00+00:00,2026-07-17T22:00:00+00:00,Malmesbury,Wiltshire,1,1.0,['Country/Americana'],
42339843,Foodies Festival 2026 - Winchester,2026-07-17T12:00:00+00:00,2026-07-19T21:00:00+00:00,"Winchester, ",Hants,0,1.0,['Pop'],3.0
41363152,Rock n Ribs Festival,2026-07-17T11:00:00+00:00,2026-07-19T23:00:00+00:00,Shepton Mallet,Avon,0,3.0,"['Rock', 'Rock & Roll / 1950s', 'Country/Americana']",2.0
42436379,Dornoch Music Festival,2026-07-17T11:00:00+00:00,2026-07-18T23:00:00+00:00,Dornoch,Highland,0,4.0,"['Pop', 'Indie', 'Folk', 'Country/Americana']",11.0
41495623,Ventnor Fringe,2026-07-17T09:00:00+00:00,2026-07-26T23:45:00+00:00,Ventnor,Hampshire,0,,,
42406417,Nozstock The Hidden Valley,2026-07-17T11:00:00+00:00,2026-07-18T23:00:00+00:00,Herefordshire,Hereford and Worcester,0,4.0,"['Folk', 'Alternative', 'Electronic', 'Reggae']",27.0
42245980,Christchurch Music Festival,2026-07-17T16:00:00+00:00,2026-07-19T20:00:00+00:00,Christchurch,Dorset,0,5.0,"['Pop', 'Soul', 'Covers Band/Tribute Act', 'Country/Americana', 'K-pop']",14.0
41471330,On The Beach 2026:  Saturday - Fatboy Slim,2026-07-18T13:00:00+00:00,2026-07-18T22:30:00+00:00,Brighton,Brighton and Hove,0,2.0,"['House', 'Electronic']",1.0
41230053,Solihull Summer Fest 2026,2026-07-18T11:00:00+00:00,2026-07-19T22:30:00+00:00,Solihull ,Birmingham,0,3.0,"['UK Garage', 'Pop', '1980s']",13.0
42362070,Bassfest Summer Festival 2026,2026-07-18T11:00:00+00:00,2026-07-19T22:00:00+00:00,Sheffield,South Yorkshire,0,4.0,"['House', 'Drum and Bass', 'Bassline', 'Bass Music']",50.0
41269189,As One in the Park 2026,2026-07-18T12:00:00+00:00,2026-07-18T22:00:00+00:00,London,London,0,,,17.0
42081910,Soul Disco Society,2026-07-18T12:00:00+00:00,2026-07-18T23:00:00+00:00,Lichfield,West Midlands,0,5.0,"['House', 'Tech House', 'Disco', 'Disco House', 'Soulful House']",9.0
41486025,"Rum & Reggae 2026 | The Prospect Building, Bristol",2026-07-18T14:00:00+00:00,2026-07-18T22:00:00+00:00,Bristol,Bristol,0,5.0,"['Dancehall', 'Ska', 'Reggae', 'Orchestral', 'Dub']",9.0
41572921,Priory Live Festival,2026-07-18T12:30:00+00:00,2026-07-18T22:30:00+00:00,"Orpington, Greater L",London,0,3.0,"['Indie', 'Alternative', 'New Wave']",9.0
42368854,Northampton Big Family Day Out,2026-07-18T12:00:00+00:00,2026-07-18T22:00:00+00:00,Northampton,Northamptonshire,0,5.0,"['Rock', 'Pop', 'Indie', 'Indie Pop', 'Pop Rock']",
41988577,Girls Like R&B x Binks Yard Nottingham,2026-07-18T15:00:00+00:00,2026-07-18T22:00:00+00:00,Nottingham,Nottingham,0,1.0,['R&B'],
41948017,"DOUGIE POYNTER & MORE | Pop Republic Fest | SteelYard, Sheffield",2026-07-18T13:00:00+00:00,2026-07-18T23:00:00+00:00,Sheffield,South Yorkshire,0,3.0,"['Pop', '1990s', '2000s']",4.0
42123644,Tribute On The Hill 2026,2026-07-18T13:00:00+00:00,2026-07-18T21:30:00+00:00,West Malling,Kent,0,5.0,"['Rock', 'Pop', 'Indie', 'Ska', 'Rock & Roll / 1950s']",
42321491,AllDay Musicals - Sat 18th July - Freight island - Manchester,2026-07-18T15:00:00+00:00,2026-07-18T21:00:00+00:00,Manchester,Greater Manchester,0,,,
42437482,The Ship Open Air,2026-07-18T14:00:00+00:00,2026-07-18T22:00:00+00:00,Chelmsford,Essex,0,3.0,"['House', 'Deep House', 'Soulful House']",1.0
42495245,Hopskotch Summer Series: Part II,2026-07-18T14:00:00+00:00,2026-07-18T22:30:00+00:00,"Longton, Stoke-on-Tr",Staffordshire,0,3.0,"['House', 'UK Garage', 'Tech House']",2.0
42568033,One Day In The Park [25 Years of Melting Pot],2026-07-18T17:00:00+00:00,2026-07-18T22:30:00+00:00,Glasgow,Scotland,0,5.0,"['House', 'Soul', 'Funk', 'Disco', 'Disco House']",3.0
42322850,Summer Of Love UKG & R&B Summer Outdoor Day Party Cardiff,2026-07-18T15:00:00+00:00,2026-07-18T22:00:00+00:00,Cardiff,South Glamorgan,0,5.0,"['UK Garage', 'R&B', 'Dancehall', 'Hip Hop', 'Jungle']",1.0
42412996,Silverburn Streetfood Festival SSFF,2026-07-18T12:00:00+00:00,2026-07-19T21:30:00+00:00,Leven,Fife,0,2.0,"['Indie', 'Indie Pop']",2.0
42487592,Day Fever Summer Music Event Abercynon RFC,2026-07-18T13:00:00+00:00,2026-07-18T21:00:00+00:00,Mountain Ash,South Glamorgan,0,5.0,"['Old Skool', 'Cheesy Dance', '1980s', '1970s', '1990s']",
42434833,R&B Lovers -  Summer Outdoor Beach Festival - Central Park,2026-07-18T14:00:00+00:00,2026-07-18T22:00:00+00:00,Brighton,Brighton and Hove,0,1.0,['R&B'],
42568049,"House on the Docks with Wiley, SUPA D & many more",2026-07-18T15:00:00+00:00,2026-07-18T23:00:00+00:00,Barking,London,0,5.0,"['Deep House', 'Tribal House', 'Tech House', 'Dancehall', 'Grime']",9.0
42503687,Leeds Pride Festival - Freedom Party,2026-07-18T13:00:00+00:00,2026-07-18T22:00:00+00:00,Leeds,West Yorkshire,0,3.0,"['Pop', 'Covers Band/Tribute Act', 'Disco']",2.0
42487569,Grime Day Festival,2026-07-18T13:00:00+00:00,2026-07-18T20:00:00+00:00,Birmingham,Birmingham,0,5.0,"['UK Garage', 'R&B', 'Dancehall', 'Hip Hop', 'Grime']",
42364818,Daynova,2026-07-18T15:00:00+00:00,2026-07-18T23:00:00+00:00,Barking,London,0,5.0,"['R&B', 'Tribal House', 'Dancehall', 'Afrobeat', 'Amapiano']",23.0
42373651,Taste Of Thailand Music And Food Festival,2026-07-18T10:00:00+00:00,2026-07-19T19:00:00+00:00,Wolverhampton,West Midlands,0,2.0,"['World Music', 'LGBTQ+']",
42428642,BeatMasters Outdoor Music Festival,2026-07-18T12:00:00+00:00,2026-07-18T22:00:00+00:00,Malmesbury,Wiltshire,1,1.0,['House'],
42470232,Mini Traco Fest 2026,2026-07-18T14:00:00+00:00,2026-07-18T19:00:00+00:00,Aldershot,Surrey,0,,,
41965339,Summer Bash 8,2026-07-18T13:00:00+00:00,2026-07-18T23:00:00+00:00,Reading,Berkshire,0,2.0,"['Rock', 'Metal']",2.0
42094295,Wigan St.Cuthberts Music Festival,2026-07-18T11:30:00+00:00,2026-07-18T22:00:00+00:00,Wigan,Manchester,1,2.0,"['Pop', 'Covers Band/Tribute Act']",
42448330,Xcstasy Jouvert Soca Festival 2026,2026-07-18T13:00:00+00:00,2026-07-18T21:00:00+00:00,Morden,London,0,1.0,['Reggae'],1.0
42581924,Baytech at Mambo,2026-07-18T13:00:00+00:00,2026-07-18T21:00:00+00:00,Taunton,Somerset,0,,,
42574341,Festival,2026-07-18T13:00:00+00:00,2026-07-18T22:00:00+00:00,Prudhoe,Tyne and Wear,0,,,
42250968,We Are Wirral,2026-07-18T11:00:00+00:00,2026-07-19T23:00:00+00:00, Birkenhead ,Cheshire,0,5.0,"['Pop', 'Indie', 'Acoustic', 'Alternative', 'Electronic']",12.0
42343793,Family Music Festival,2026-07-18T11:00:00+00:00,2026-07-19T22:00:00+00:00,Birkenhead,Cheshire,0,,,
42313093,Splendour Festival,2026-07-18T11:00:00+00:00,2026-07-19T23:00:00+00:00,Nottingham,Nottingham,0,3.0,"['Rock', 'Indie', 'Alternative']",25.0
42462894,Live Festival,2026-07-18T12:30:00+00:00,2026-07-18T22:30:00+00:00,Orpington,London,0,,,
41995829,Cheese and Chilli Festival,2026-07-18T10:00:00+00:00,2026-07-19T18:00:00+00:00,Guildford,Surrey,0,,,
41471331,On The Beach 2026: Sunday - Fatboy Slim,2026-07-19T13:00:00+00:00,2026-07-19T22:30:00+00:00,Brighton,Brighton and Hove,0,2.0,"['House', 'Electronic']",1.0
42407791,Northampton Country Music Festival,2026-07-19T12:00:00+00:00,2026-07-19T22:00:00+00:00,Northampton,Northamptonshire,0,,,
42428718,We Love it Outdoor Tribute Festival Malmsbury - July 2026,2026-07-19T12:00:00+00:00,2026-07-19T22:00:00+00:00,Malmesbury,Wiltshire,1,,,
42503693,Leeds Pride Festival - Dance Arena,2026-07-19T14:00:00+00:00,2026-07-20T04:00:00+00:00,Leeds,West Yorkshire,0,3.0,"['House', 'Funky House', 'Disco House']",2.0
42489077,Folk By The Oak,2026-07-19T11:00:00+00:00,2026-07-19T23:00:00+00:00,Hatfield,London,0,1.0,['Folk'],8.0
42075475,On The Beach 2026: Madness presents Madrophenia [EXTRA DATE],2026-07-23T15:00:00+00:00,2026-07-23T22:00:00+00:00,Brighton,Brighton and Hove,0,1.0,['Ska'],4.0
42090515,Club Class Luxury Pass at Truck Festival,2026-07-23T08:00:00+00:00,2026-07-26T23:00:00+00:00,Steventon,Oxon,0,2.0,"['Rock', 'Pop']",
42418182,Vodafone at Latitude Festival,2026-07-23T08:00:00+00:00,2026-07-26T23:00:00+00:00,Beccles,Norfolk,0,5.0,"['House', 'Tech House', 'Pop', 'Indie', 'Rap']",
42081950,Chargecandy at Truck Festival,2026-07-23T08:00:00+00:00,2026-07-26T23:00:00+00:00,Steventon,Oxon,0,,,
41408854,Truck Festival,2026-07-23T11:00:00+00:00,2026-07-26T23:00:00+00:00,Abingdon,Oxon,0,4.0,"['Pop', 'Indie', 'Alternative', 'Pop Rock']",50.0
41489037,Rock Oyster Festival,2026-07-23T11:00:00+00:00,2026-07-26T23:00:00+00:00,Wadebridge,Devon,0,3.0,"['House', 'Pop', 'Indie Pop']",15.0
42449918,Campo Sancho,2026-07-23T11:00:00+00:00,2026-07-26T23:00:00+00:00,Stevenage,Hertfordshire,0,2.0,"['House', 'Disco House']",16.0
42158895,Northants Rocks,2026-07-23T11:00:00+00:00,2026-07-26T23:00:00+00:00,Wellingborough,Northamptonshire,0,2.0,"['Rock', 'Metal']",15.0
42286360,The George Harrison Project,2026-07-23T19:30:00+00:00,2026-07-23T22:00:00+00:00,Colne,Lancashire,0,,,
41379927,Latitude Festival,2026-07-23T11:00:00+00:00,2026-07-26T23:00:00+00:00,Beccles,Norfolk,0,3.0,"['Pop', 'Indie Pop', 'Pop Rock']",50.0
41996146,On The Beach 2026: Madness presents Madrophenia,2026-07-24T14:00:00+00:00,2026-07-24T22:30:00+00:00,Brighton,Brighton and Hove,0,1.0,['Ska'],3.0
41029154,Rock The Mote 2026,2026-07-24T17:00:00+00:00,2026-07-26T22:00:00+00:00,"Maidstone, Kent",Kent,0,4.0,"['Rock', 'Pop', 'Metal', 'Pop Rock']",14.0
41965707,Hedex Presents: My Home Is The Rave Festival,2026-07-24T14:00:00+00:00,2026-07-24T22:00:00+00:00,Brentford,Surrey,0,1.0,['Drum and Bass'],39.0
41206755,Offal Fest 2026,2026-07-24T17:00:00+00:00,2026-07-26T23:00:00+00:00,Manchester,Greater Manchester,0,1.0,['Metal'],13.0
41275975,Together Again Festival 2026,2026-07-24T09:00:00+00:00,2026-07-26T23:45:00+00:00,Chester,Cheshire,0,,,50.0
42000451,Doncaster Balloon Festival,2026-07-24T12:00:00+00:00,2026-07-25T22:00:00+00:00,Doncaster,South Yorkshire,0,,,
42097980,Symphonic Ibiza Orchestra | Lichfield Concert,2026-07-24T17:00:00+00:00,2026-07-24T23:00:00+00:00,Lichfield,West Midlands,0,5.0,"['House', 'Trance', 'Club Classics', 'Classical', 'Orchestral']",1.0
41327315,Together Again Festival 2026: Exclusive Offers,2026-07-24T12:00:00+00:00,2026-07-26T23:45:00+00:00,Chester,Cheshire,0,,,
41652578,Beacon Park Tribute Festival 2026,2026-07-24T17:00:00+00:00,2026-07-26T22:00:00+00:00,Lichfield,West Midlands,0,4.0,"['Covers Band/Tribute Act', 'Brit Pop', 'Indie Pop', 'Pop Rock']",10.0
41349473,Beach Fest Skegness 2026,2026-07-24T12:00:00+00:00,2026-07-26T21:00:00+00:00,Skegness,Cambridgeshire,0,5.0,"['Rock', 'Pop', 'Covers Band/Tribute Act', 'Brit Pop', 'K-pop']",1.0
42321525,Peaceful World Festival 2026,2026-07-24T12:00:00+00:00,2026-07-26T23:45:00+00:00,Bridgwater,Somerset,0,,,1.0
41397916,Lazydays Festival 2026,2026-07-24T14:00:00+00:00,2026-07-26T20:00:00+00:00,Southend-on-Sea,Essex,0,5.0,"['R&B', 'Indie', 'Soul', 'Electronic', 'Indie Pop']",41.0
41501491,Crystal Soul Weekender 2026,2026-07-24T14:00:00+00:00,2026-07-26T12:00:00+00:00,Royston,Hertfordshire,0,5.0,"['R&B', 'Soul', 'Funk', 'Reggae', 'Soulful House']",
42292895,Live at Melbourne Hall - Jo Whiley's 90s Anthems,2026-07-24T17:00:00+00:00,2026-07-24T23:00:00+00:00,Derby,Derbyshire,0,5.0,"['Pop', 'Indie', 'Alternative', 'Electronic', 'Indie Pop']",3.0
41451681,Bournemouth Reggae Weekender 2026,2026-07-24T18:00:00+00:00,2026-07-26T22:00:00+00:00,Bournemouth,Dorset,0,4.0,"['Dancehall', 'Reggae', 'Afrobeat', 'Dub']",8.0
41284945,Boho Festival 2026,2026-07-24T15:00:00+00:00,2026-07-27T01:00:00+00:00,Nottingham,Nottingham,0,5.0,"['Soul', 'Funk', 'Covers Band/Tribute Act', 'Disco', 'World Music']",26.0
42492016,Together Again: VIP Voyage Hot Tubs,2026-07-24T12:00:00+00:00,2026-07-26T23:45:00+00:00,Chester,Cheshire,0,,,
41290311,Junction 2,2026-07-24T12:00:00+00:00,2026-07-26T22:00:00+00:00,Brentford,Surrey,1,3.0,"['House', 'Techno', 'Tech House']",
41997756,SeekOut Arts & Music Festival,2026-07-24T13:00:00+00:00,2026-07-26T13:00:00+00:00,Clitheroe,Lancashire,0,5.0,"['Jazz', 'Folk', 'Electronic', 'African', 'World Music']",1.0
42285125,Echo Fest,2026-07-24T16:30:00+00:00,2026-07-26T23:00:00+00:00,Derby,Derbyshire,1,5.0,"['Rock', 'Pop', 'Alternative', 'Covers Band/Tribute Act', 'Brit Pop']",9.0
42461339,The Great Coventry Weekender | 3-Day Ticket,2026-07-24T15:00:00+00:00,2026-07-26T23:00:00+00:00,Coventry,West Midlands,1,4.0,"['Pop', 'Covers Band/Tribute Act', 'Reggae', 'Country/Americana']",
41292492,Hammerdown Festival 2026,2026-07-24T17:30:00+00:00,2026-07-26T22:00:00+00:00,Worthing,Brighton and Hove,0,4.0,"['Rock', 'Metal', 'Nu Metal', 'Hard Rock']",10.0
42580890,Gadabout Festival,2026-07-24T11:00:00+00:00,2026-07-25T23:00:00+00:00,Croglin,Cumbria,0,4.0,"['Pop', 'Folk', 'Alternative', 'Indie Pop']",6.0
41612692,Tramlines,2026-07-24T11:00:00+00:00,2026-07-26T23:00:00+00:00,Sheffield,South Yorkshire,0,4.0,"['Rock', 'Indie', 'Alternative', 'Indie Pop']",34.0
42507383,Chiddfest,2026-07-24T11:00:00+00:00,2026-07-26T23:00:00+00:00,Hailsham,Brighton and Hove,0,5.0,"['Pop', 'Indie', 'Cheesy Dance', 'Covers Band/Tribute Act', 'Electronic']",12.0
42433002,Blue Reef Festival,2026-07-24T11:00:00+00:00,2026-07-25T23:00:00+00:00,Maidstone,Kent,0,3.0,"['Indie', 'Alternative', 'Electronic']",20.0
42341807,Hayrock Tribute Festival,2026-07-24T09:00:00+00:00,2026-07-26T23:00:00+00:00,Merseyside,Cheshire,0,,,
42277760,Deer Shed Festival,2026-07-24T11:00:00+00:00,2026-07-26T23:00:00+00:00,Thirsk,Yorkshire,0,2.0,"['Indie', 'Alternative']",28.0
42277768,GlastonBARRY Juniors Festival,2026-07-24T11:00:00+00:00,2026-07-24T23:00:00+00:00,Barry,South Glamorgan,0,1.0,['Pop'],2.0
42286146,The George Harrison Project,2026-07-24T19:30:00+00:00,2026-07-24T22:00:00+00:00,Lancaster,Lancashire,0,1.0,['Classical'],
41487470,Steelhouse Festival,2026-07-24T11:00:00+00:00,2026-07-26T23:00:00+00:00,Ebbw Vales,Gwent,0,2.0,"['Rock', 'Metal']",14.0
42262601,Landed Festival,2026-07-24T11:00:00+00:00,2026-07-26T23:00:00+00:00,Newbridge On Wye,Powys,0,5.0,"['Rock', 'Indie', 'Punk', 'Reggae', 'Dub']",19.0
42475299,Valhalla Viking Festival,2026-07-24T10:00:00+00:00,2026-07-26T23:45:00+00:00,Basingstoke,Berkshire,0,,,
42287369,KISSTORY On Blackheath 2026,2026-07-25T13:00:00+00:00,2026-07-25T22:00:00+00:00,London,London,0,4.0,"['UK Garage', 'R&B', 'Drum and Bass', 'Old Skool']",20.0
41235414,Debdale Park Sports Club Music Festival,2026-07-25T12:00:00+00:00,2026-07-25T21:30:00+00:00,Mansfield,Nottingham,0,,,
41587912,"OnTheBeach LIVE: The Maccabees, Editors, Miles Kane, Anna Calvi",2026-07-25T13:00:00+00:00,2026-07-25T22:30:00+00:00,Brighton,Brighton and Hove,0,1.0,['Indie'],5.0
41957134,Forsaken Forest Festival BTID Clubland,2026-07-25T13:00:00+00:00,2026-07-25T22:00:00+00:00,Chorley,Lancashire,0,4.0,"['Old Skool', 'Club Classics', 'Hard Dance', 'Bounce']",12.0
41310703,Picnic and Pop Festival,2026-07-25T12:00:00+00:00,2026-07-26T20:00:00+00:00,Aldershot,Surrey,0,3.0,"['Pop', 'Covers Band/Tribute Act', 'Pop Rock']",27.0
41499202,Country Club - Outdoor Country Music Festival - Manchester,2026-07-25T15:00:00+00:00,2026-07-25T22:00:00+00:00,Manchester,Greater Manchester,0,1.0,['Country/Americana'],
42287494,The House & Vocal Disco Festival,2026-07-25T12:00:00+00:00,2026-07-25T23:00:00+00:00,Wilmslow,Manchester,0,5.0,"['House', 'Old Skool', 'Disco', 'Nu Disco', 'Disco House']",
41632022,Back To The 90s - Summer Outdoor Festival - Birmingham,2026-07-25T13:00:00+00:00,2026-07-26T00:00:00+00:00,Birmingham,Birmingham,0,2.0,"['Trance', '1990s']",14.0
41496399,"Rum & Reggae 2026 | Project House, Leeds",2026-07-25T12:00:00+00:00,2026-07-25T21:00:00+00:00,Leeds,West Yorkshire,0,5.0,"['Dancehall', 'Soul', 'Reggae', 'Jungle', 'Dub']",9.0
42368557,Chesterfield Music Festival 2026  - A Great Family Day Out!,2026-07-25T12:00:00+00:00,2026-07-25T22:00:00+00:00,Chesterfield,South Yorkshire,0,5.0,"['Rock', 'Pop', 'Indie', 'Indie Pop', 'Pop Rock']",
42498208,KISSTORY On Blackheath 2026,2026-07-25T13:00:00+00:00,2026-07-25T22:00:00+00:00,London,London,0,4.0,"['UK Garage', 'R&B', 'Drum and Bass', 'Old Skool']",24.0
42343760,RNB MANIA | Wakefield's Outdoor R&B Festival,2026-07-25T15:00:00+00:00,2026-07-25T22:00:00+00:00,Wakefield,West Yorkshire,0,4.0,"['R&B', 'Hip Hop', '1990s', '2000s']",
42282724,Love to be... at House & Vocal Disco Fest,2026-07-25T12:00:00+00:00,2026-07-25T23:00:00+00:00,Wilmslow,Manchester,0,2.0,"['House', 'Disco House']",9.0
42439151,"Rum & Reggae Fest | The Hangar, Norwich",2026-07-25T14:00:00+00:00,2026-07-25T21:00:00+00:00,Norwich,Norfolk,0,5.0,"['Big Band', 'Reggae', 'Bassline', 'Jungle', 'Dub']",3.0
41942942,Fell Out Boy & Black Charade | Revolve Festival | SY Sheff,2026-07-25T14:00:00+00:00,2026-07-25T23:00:00+00:00,Sheffield,South Yorkshire,0,3.0,"['Rock', 'Punk', 'Pop Punk']",4.0
41958148,Suited and Booted 2026,2026-07-25T12:00:00+00:00,2026-07-25T21:30:00+00:00,King's Norton,Birmingham,0,2.0,"['Ska', 'Brit Pop']",
42309473,4Four Bassline - Birmingham Open-Air Rooftop Rave,2026-07-25T16:00:00+00:00,2026-07-25T22:00:00+00:00,Birmingham,Birmingham,0,4.0,"['House', 'UK Garage', 'Bassline', 'Bass Music']",
42071581,"Junction 2 x fabric: Nina Kraviz, Jeff Mills",2026-07-25T14:00:00+00:00,2026-07-25T22:00:00+00:00,Brentford,Surrey,0,1.0,['Techno'],8.0
42569371,Salisbury Live Summer Extravaganza,2026-07-25T14:00:00+00:00,2026-07-25T23:00:00+00:00,Salisbury,Wiltshire,0,,,1.0
42083587,Magic of Thailand Festival in Guildford,2026-07-25T10:00:00+00:00,2026-07-26T19:00:00+00:00,Guildford,Surrey,0,,,
42322146,Summer Outdoor 80s Tribute Festival - Cardiff,2026-07-25T15:00:00+00:00,2026-07-25T22:00:00+00:00,Cardiff,South Glamorgan,0,1.0,['1980s'],
42489556,Tunsfest 2026,2026-07-25T12:00:00+00:00,2026-07-25T23:45:00+00:00,Sutton Coldfield,Birmingham,0,5.0,"['Rock', 'Indie', 'Blues', 'Acoustic', 'Alternative']",
41961188,RNP Fest 2026,2026-07-25T13:00:00+00:00,2026-07-25T21:00:00+00:00,Wolverhampton,West Midlands,0,5.0,"['UK Garage', 'R&B', 'Dancehall', 'Reggae', 'Bassline']",3.0
42359587,RNB MANIA | Hertford's R&B Festival,2026-07-25T15:00:00+00:00,2026-07-25T23:00:00+00:00,Hertford,Hertfordshire,0,4.0,"['R&B', 'Hip Hop', '1990s', '2000s']",
42409168,"AG FEST 2026, London",2026-07-25T12:00:00+00:00,2026-07-25T22:00:00+00:00,London,London,0,5.0,"['UK Garage', 'Dancehall', 'Hip Hop', 'Reggae', 'Grime']",19.0
42353052,Big Rave,2026-07-25T12:00:00+00:00,2026-07-26T00:00:00+00:00,Lincoln,Lincolnshire,0,5.0,"['Drum and Bass', 'Hard House', 'Hard Trance', 'Jungle', 'Electro']",
42542868,Judge Jules @ Daisy Shake - Ibiza Day Rave,2026-07-25T14:00:00+00:00,2026-07-25T23:00:00+00:00,Ripley,Derbyshire,0,5.0,"['House', 'Tech House', 'Old Skool', 'Club Classics', 'Funky House']",2.0
42459086,A Summer Cookout 2026,2026-07-25T12:00:00+00:00,2026-07-26T02:00:00+00:00,Manchester,Greater Manchester,0,,,
42141978,Newcastle Pride Arena 2026,2026-07-25T12:00:00+00:00,2026-07-26T23:00:00+00:00,Newcastle Upon Tyne,Tyne and Wear,0,2.0,"['Pop', 'Electro']",3.0
42467901,"CUE - Together Again Festival w. Gaskin, Robbie Doherty & more",2026-07-25T14:00:00+00:00,2026-07-26T02:00:00+00:00,Chester,Cheshire,0,5.0,"['House', 'UK Garage', 'Deep House', 'Tech House', 'Minimal']",5.0
41355495,The House That Ash Built 2026,2026-07-25T14:00:00+00:00,2026-07-25T23:00:00+00:00,Southampton,Hants,0,1.0,['House'],
42461787,Pawfest,2026-07-25T12:00:00+00:00,2026-07-25T22:00:00+00:00,Pontypridd,South Glamorgan,0,5.0,"['Rock', 'Acoustic', 'Covers Band/Tribute Act', 'Rock & Roll / 1950s', 'Retro and Throwbacks']",
42470104,Ealing Jazz Festival 2026,2026-07-25T13:00:00+00:00,2026-07-26T22:30:00+00:00,London,London,0,5.0,"['House', 'Jazz', 'Acoustic', 'Folk', 'World Music']",10.0
42376362,NØCTILEX Festival,2026-07-25T18:00:00+00:00,2026-07-26T04:00:00+00:00,Manchester,Greater Manchester,0,5.0,"['Trance', 'Techno', 'Hardcore/Hardstyle', 'Hard Dance', 'Bounce']",3.0
42292914,Live at Melbourne Hall - Lightning Seeds,2026-07-25T15:00:00+00:00,2026-07-25T23:00:00+00:00,Derby,Derbyshire,0,5.0,"['Pop', 'Indie', 'Alternative', 'Electronic', 'Indie Pop']",3.0
42435747,ITG Festival,2026-07-25T15:00:00+00:00,2026-07-26T00:00:00+00:00,Whitehaven,Cumbria,0,4.0,"['House', 'Trance', 'UK Garage', 'Hard House']",1.0
41643818,R&B Lovers Outdoor Festival - Sat 25th July - The Buttermarket,2026-07-25T15:00:00+00:00,2026-07-25T22:00:00+00:00,Shrewsbury,Shropshire,0,1.0,['R&B'],
42373992,Taste Of Thailand Music And Food Festival,2026-07-25T10:00:00+00:00,2026-07-26T19:00:00+00:00,Norwich,Norfolk,0,2.0,"['World Music', 'LGBTQ+']",
42289378,The Northern Soul All Festival,2026-07-25T13:00:00+00:00,2026-07-25T23:45:00+00:00,Liverpool,Merseyside,0,2.0,"['Soul', 'Northern Soul']",4.0
41666261,Breakin Science Summer Underground | Jungle Mania | D&B Classics,2026-07-25T14:00:00+00:00,2026-07-25T22:00:00+00:00,Barking,London,1,2.0,"['Drum and Bass', 'Jungle']",
42450963,State of it Pt.4 Containment Weekender!,2026-07-25T15:00:00+00:00,2026-07-26T22:00:00+00:00,Northampton,Northamptonshire,0,5.0,"['Ska', 'Acoustic', 'Punk', 'Jungle', 'Dub']",4.0
42321518,Early Doors at Peggy's 25th July,2026-07-25T12:00:00+00:00,2026-07-25T23:30:00+00:00,Warrington,Cheshire,0,4.0,"['Indie', 'Acoustic', 'Punk', 'Indie Pop']",
41942991,Asylum Uprising metal fest,2026-07-25T15:00:00+00:00,2026-07-25T23:15:00+00:00,Hull,Humberside,0,1.0,['Metal'],1.0
42566361,AfroParkFest 2026,2026-07-25T12:00:00+00:00,2026-07-25T22:00:00+00:00,Milton Keynes,Buckinghamshire,0,5.0,"['Dancehall', 'Reggae', 'Grime', 'Afrobeat', 'Amapiano']",5.0
41964644,The Compasses Festival,2026-07-25T12:00:00+00:00,2026-07-25T23:00:00+00:00,Bedford,Bedfordshire,1,2.0,"['Pop', 'Indie Pop']",2.0
42459704,Big Caribbean Cookout! | The Great Coventry Weekender - DAY 2,2026-07-25T12:00:00+00:00,2026-07-25T23:00:00+00:00,Coventry,West Midlands,1,5.0,"['Covers Band/Tribute Act', 'Reggae', 'Afrobeat', 'Soulful House', 'Amapiano']",2.0
42572792,Rewind (Day Party at Mambo),2026-07-25T15:00:00+00:00,2026-07-25T22:00:00+00:00,Taunton,Somerset,0,,,
41989110,OVER 30's CLUB - Daytime Clubbing - Digital Newcastle,2026-07-25T15:00:00+00:00,2026-07-25T20:00:00+00:00,Newcastle Upon Tyne,Tyne and Wear,0,3.0,"['Pop', '1990s', '2000s']",
42358498,DNB360 & Noise Enforcement -ONE DAY OUTDOOR FESTIVAL Stourbridge,2026-07-25T14:00:00+00:00,2026-07-26T02:00:00+00:00,Lye,West Midlands,0,2.0,"['Drum and Bass', 'Bassline']",2.0
42506654,Alex Fest,2026-07-25T11:00:00+00:00,2026-07-26T23:00:00+00:00,Eastbourne,Brighton and Hove,0,,,
42000259,Pig Fest,2026-07-25T11:00:00+00:00,2026-07-25T19:00:00+00:00,Amersham,Hertfordshire,0,,,
